id,subject,body,channel,district,complaint_history,label
G105433,School building condition worrying parents,"Hello, The mid-day meal has become watery and the same menu repeats daily. We request the committee to inspect the kitchen and the supply quality. Everything is urgent for officials only when TV cameras come. Please treat this as top priority.",whatsapp,Chandpur,first_time,education|routine
G104071,Road dug up and left open since yesterday,"Sanmanya sir, There is no proper bus connectivity from Malligere to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. There is no proper bus connectivity from Ambalpet to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. Unlike the current cuts which stopped, this issue continues. The whole colony is waiting. Bega parihara madi, tumba urgent ide.",field_visit,Chandpur,escalated,roads_transport|routine
G100866,Please help our colony,"Sir namaste, The computer lab inaugurated with much fanfare has been locked for the past month because there is nobody to teach and no electricity connection for the machines. The previous shikayat number I was given never got a response. kripya madad kijiye us. Jaldi se jaldi madad kijiye sir.",helpline_call,Sundarnagar,first_time,education|routine
G104779,Water only once in 8 days,The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four days and fights break out at the queue. The drainage line has clearly mixed into the drinking water pipeline near the lake road side. Two children are on drips at the taluk hospital. People are still filling this water unaware. The road in front was repaired last year so at least that is fine. Hoping for quick action.,helpline_call,Kotehalli,escalated,water_supply|high
G102087,Problem getting worse daily,"Respected sir, The transformer in ward 4 burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness for six months. Our ration shop works fine, this is a different matter. Please help us.",field_visit,Devgiri,first_time,electricity|high
G104174,Complaint from residents,"We went to the station about our neighbour's abusive behaviour and were told to ""settle it among yourselves"". We request guidance on filing it properly. Lorries carrying illegally mined sand thunder through our village between midnight and 4 am, shaking the houses. Everyone knows who runs it; no one dares to speak. Please help us.",janata_darshan,Krishnapura,escalated,law_and_order|routine
G103974,School building condition worrying parents,The computer lab inaugurated with much fanfare has been locked since the rains started because there is nobody to teach and no electricity connection for the machines. The orof of the primary school in the lake road side leaks and classes shift to the corridor when it rains. The repair sanctinoed last year has not started. Requesting it before next monsoon. Please help us.,helpline_call,Rampura,first_time,education|routine
G100968,No toilets for girls at the high school,"Sir/Madam, The computer lab inaugurated with much fanfare has been locked since last week because there is nobody to teach and no electricity connection for the machines. The computer lab inaugurated with much fanfare has been locked for six months because there is nobody to teach and no electricity connection for the machines. People say the hospital got new equipment, but our issue remains. Unlike the power cuts which stopped, this issue continues. Please take immediate action.",whatsapp,Krishnapura,first_time,education|routine
G105910,Fertilizer shortage at the co-op society,"The soil-testing van that was to visit Chandpur never came, and the support price centre opens late each season. Requesting both be scheduled properly this year. The soil-testing van that was to visit Ambalpet never came, and the support price centre opens late each season. Requesting both be scheduled properly this year. The road in front was repaired last year so at least that is fine. Our ration shop works fine, this is a different matter. We are suffering a lot.",facebook,Krishnapura,first_time,agriculture_irrigation|routine
G105077,Mid-day meal quality very poor,"Sir/Madam, Our village children walk 5 km each way because the promised upgraded classes for 8th nad 9th never started here. Requesting the upgrade be taken up this academic year. A big chunk of the classroom ceiling in the ward 11 prmiary school fell during class hours yesterday, missing the children by a few feet. Classes are still being held in the same room because there is nowhere else. Close that room today itself. This is very urgent.",whatsapp,Kotehalli,first_time,education|routine
